key,value
kappa,8.884943373044074
theta,0.04894073261655356
xi,2.365740724032414
rho,-0.675282838347637
v0,0.006940827211173647
rmse_iv_calset,0.01136584218700518
rmse_iv_fullchain,0.012988734917660762
n_calibration,195
n_fullchain,11858
lbfgs_iterations,21
wall_seconds,12.848000049591064
valuation_date,2026-07-02
spot,7483.2402
