t,theta,theta_prime,Re_zeta,Im_zeta
205.5785460,255.3420886,1.743975064,-0.3693580582,0.4405585379
205.8270357,255.7755234,1.744579067,-0.3860786484,1.426711376
206.0755254,256.2091082,1.745182341,0.4025552140,2.354902862
206.3240150,256.6428429,1.745784888,1.785536288,2.592952154
206.5725047,257.0767272,1.746386710,3.110535493,1.838724609
206.8209944,257.5107609,1.746987809,3.668133443,0.3674358744
207.0694840,257.9449439,1.747588185,3.149041663,-1.093940558
207.3179737,258.3792761,1.748187842,1.863806691,-1.802501387
207.5664634,258.8137571,1.748786780,0.5640645720,-1.464543721
207.8149530,259.2483869,1.749385002,-0.02805309475,-0.4181203379
208.0634427,259.6831652,1.749982509,0.3263645140,0.5948992893
208.3119323,260.1180919,1.750579302,1.249254021,0.9187146243
208.5604220,260.5531669,1.751175384,2.021086258,0.4076399154
208.8089117,260.9883898,1.751770757,2.077596203,-0.5000616799
209.0574013,261.4237607,1.752365421,1.389574142,-1.104452264
209.3058910,261.8592792,1.752959379,0.4690336752,-0.9379271439
209.5543807,262.2949452,1.753552632,0.002549276925,-0.09088738157
209.8028703,262.7307585,1.754145182,0.3682015212,0.8523482844
210.0513600,263.1667190,1.754737031,1.369783066,1.218618997
210.2998497,263.6028265,1.755328180,2.368403164,0.7092293694
210.5483393,264.0390808,1.755918630,2.715636195,-0.3973765104
210.7968290,264.4754817,1.756508385,2.186504601,-1.437843561
211.0453186,264.9120291,1.757097444,1.116744306,-1.811075324
211.2938083,265.3487227,1.757685811,0.1592638649,-1.368508964
211.5422980,265.7855625,1.758273486,-0.1608701628,-0.4838476228
211.7907876,266.2225483,1.758860471,0.2191430808,0.2315071268
212.0392773,266.6596798,1.759446767,0.8993981824,0.3547499819
212.2877670,267.0969569,1.760032377,1.332285235,-0.08214774513
212.5362566,267.5343794,1.760617302,1.214339572,-0.6618269110
212.7847463,267.9719472,1.761201544,0.6738239360,-0.9160128954
213.0332360,268.4096601,1.761785103,0.1330946197,-0.6685449958
213.2817256,268.8475179,1.762367982,-0.03365015663,-0.1367093211
213.5302153,269.2855205,1.762950183,0.2184231768,0.2704647567
213.7787049,269.7236677,1.763531706,0.5945651884,0.2896318906
214.0271946,270.1619593,1.764112554,0.7195282717,0.01080017807
214.2756843,270.6003951,1.764692728,0.4568422790,-0.2058938594
214.5241739,271.0389750,1.765272230,0.03254506655,-0.03795670133
214.7726636,271.4776988,1.765851060,-0.1416896218,0.5118310891
215.0211533,271.9165664,1.766429221,0.1848260981,1.084509652
215.2696429,272.3555776,1.767006715,0.8584782650,1.234033408
215.5181326,272.7947322,1.767583542,1.390068304,0.8029824979
215.7666223,273.2340300,1.768159705,1.313366511,0.1112851792
216.0151119,273.6734709,1.768735204,0.5815054718,-0.2155075856
216.2636016,274.1130548,1.769310042,-0.3047972800,0.3103930580
216.5120912,274.5527814,1.769884220,-0.5697858433,1.628476718
216.7605809,274.9926506,1.770457739,0.3174401322,3.062251009
217.0090706,275.4326622,1.771030601,2.224062315,3.682642101
217.2575602,275.8728161,1.771602807,4.340871804,2.889745304
217.5060499,276.3131122,1.772174359,5.618096836,0.8320982614
217.7545396,276.7535501,1.772745259,5.386219059,-1.627260867
218.0030292,277.1941298,1.773315508,3.762605053,-3.394261138
218.2515189,277.6348512,1.773885106,1.578119044,-3.773580568
218.5000085,278.0757140,1.774454057,-0.1273665982,-2.843379077
218.7484982,278.5167181,1.775022361,-0.7102240556,-1.345211233
218.9969879,278.9578634,1.775590020,-0.2426097497,-0.1821020402
219.2454775,279.3991496,1.776157035,0.6363096233,0.1307073642
219.4939672,279.8405767,1.776723408,1.201897614,-0.2926350320
219.7424569,280.2821444,1.777289140,1.112175684,-0.9001062099
219.9909465,280.7238526,1.777854233,0.5539196706,-1.150546891
220.2394362,281.1657011,1.778418688,0.006043628469,-0.8833781492
220.4879259,281.6076898,1.778982506,-0.1670015483,-0.3592467844
220.7364155,282.0498186,1.779545689,0.02385840411,0.01983281213
220.9849052,282.4920872,1.780108239,0.2594997093,0.06660723788
221.2333948,282.9344955,1.780670156,0.2292861438,-0.04437136024
221.4818845,283.3770434,1.781231442,-0.07108248989,0.05223170400
221.7303742,283.8197307,1.781792100,-0.3067197010,0.5689908953
221.9788638,284.2625572,1.782352129,-0.06879734758,1.332668589
222.2273535,284.7055228,1.782911531,0.7678593481,1.860674571
222.4758432,285.1486273,1.783470309,1.881209008,1.705005808
222.7243328,285.5918706,1.784028462,2.677400655,0.8079037367
222.9728225,286.0352525,1.784585994,2.691724953,-0.4076983840
223.2213122,286.4787729,1.785142904,1.922405074,-1.297880205
223.4698018,286.9224316,1.785699195,0.8436292805,-1.429024181
223.7182915,287.3662284,1.786254867,0.07773047691,-0.8661828743
223.9667811,287.8101633,1.786809923,-0.03790341180,-0.1024241684
224.2152708,288.2542360,1.787364363,0.3310405902,0.3224725372
224.4637605,288.6984464,1.787918189,0.6778401400,0.2307222231
224.7122501,289.1427943,1.788471402,0.5781678392,-0.06752824754
224.9607398,289.5872796,1.789024004,0.05415685981,-0.03401064298
225.2092295,290.0319022,1.789575995,-0.4066209005,0.6408289195
225.4577191,290.4766619,1.790127378,-0.2099237032,1.731364193
225.7062088,290.9215584,1.790678154,0.8636607453,2.569658328
225.9546985,291.3665918,1.791228324,2.416755137,2.495988821
226.2031881,291.8117618,1.791777889,3.634968589,1.353106329
226.4516778,292.2570683,1.792326850,3.812687705,-0.3400418409
226.7001674,292.7025112,1.792875209,2.843235013,-1.682726790
226.9486571,293.1480902,1.793422968,1.321066661,-1.969542115
227.1971468,293.5938053,1.793970127,0.1688235748,-1.155257900
227.4456364,294.0396562,1.794516689,0.03673073380,0.1184286816
227.6941261,294.4856429,1.795062653,0.8858764146,0.9571799123
227.9426158,294.9317652,1.795608022,2.040503649,0.8101430981
228.1911054,295.3780229,1.796152796,2.666401598,-0.1824351028
228.4395951,295.8244160,1.796696978,2.336914478,-1.321651768
228.6880847,296.2709441,1.797240568,1.295124544,-1.854771016
228.9365744,296.7176073,1.797783568,0.2446840088,-1.488754987
229.1850641,297.1644054,1.798325979,-0.1624446095,-0.5567344567
229.4335537,297.6113381,1.798867802,0.2320640043,0.2588793493
229.6820434,298.0584054,1.799409038,1.026213899,0.4253092912
229.9305331,298.5056072,1.799949689,1.587823727,-0.08631172772
230.1790227,298.9529432,1.800489757,1.517823954,-0.8324281463
230.4275124,299.4004133,1.801029241,0.9037677886,-1.261442048
230.6760021,299.8480174,1.801568144,0.1967130291,-1.118570762
230.9244917,300.2957554,1.802106467,-0.1652641499,-0.5887589010
231.1729814,300.7436270,1.802644211,-0.08146362909,-0.09259587462
231.4214710,301.1916322,1.803181377,0.1852105346,0.07858153565
231.6699607,301.6397708,1.803717966,0.2792230232,-0.01309848036
231.9184504,302.0880427,1.804253981,0.08196786668,-0.04426420543
232.1669400,302.5364477,1.804789421,-0.1802783511,0.2486937264
232.4154297,302.9849857,1.805324289,-0.1441334814,0.7979383932
232.6639194,303.4336565,1.805858585,0.3387162530,1.224035488
232.9124090,303.8824600,1.806392311,1.007845933,1.151965783
233.1608987,304.3313961,1.806925467,1.348183749,0.5749219949
233.4093884,304.7804646,1.807458056,1.003249387,-0.04615912433
233.6578780,305.2296654,1.807990078,0.1322504802,-0.07142289321
233.9063677,305.6789982,1.808521535,-0.5943984688,0.8216268654
234.1548573,306.1284631,1.809052427,-0.4115406529,2.303140372
234.4033470,306.5780599,1.809582756,0.9793659655,3.500871310
234.6518367,307.0277883,1.810112523,3.109604512,3.527593004
234.9003263,307.4776483,1.810641730,4.951009049,2.084106733
235.1488160,307.9276398,1.811170377,5.527199803,-0.2852335801
235.3973057,308.3777625,1.811698465,4.527890345,-2.483498342
235.6457953,308.8280164,1.812225997,2.507292204,-3.520541481
235.8942850,309.2784013,1.812752972,0.5276270630,-3.102094294
236.1427747,309.7289171,1.813279393,-0.5089224260,-1.756327617
236.3912643,310.1795636,1.813805260,-0.3853673782,-0.4282960855
236.6397540,310.6303408,1.814330574,0.3913991376,0.1596671481
236.8882436,311.0812484,1.814855338,1.031898859,-0.06569218994
237.1367333,311.5322863,1.815379551,1.045020348,-0.5908874725
237.3852230,311.9834544,1.815903215,0.5402774181,-0.7812852910
237.6337126,312.4347526,1.816426331,0.05912365052,-0.3815938847
237.8822023,312.8861807,1.816948900,0.09779787653,0.3187355823
238.1306920,313.3377386,1.817470924,0.7021463862,0.7548069553
238.3791816,313.7894262,1.817992403,1.439661171,0.5581252311
238.6276713,314.2412432,1.818513339,1.752443747,-0.1439842621
238.8761609,314.6931896,1.819033733,1.402010470,-0.8288695420
239.1246506,315.1452653,1.819553586,0.6551270312,-0.9895501777
239.3731403,315.5974701,1.820072899,0.07036312598,-0.5275622189
239.6216299,316.0498039,1.820591673,0.05963281214,0.1801033356
239.8701196,316.5022665,1.821109909,0.5722754026,0.5875786531
240.1186093,316.9548578,1.821627609,1.148570760,0.4140624192
240.3670989,317.4075777,1.822144773,1.296407586,-0.1388798723
240.6155886,317.8604261,1.822661403,0.8899512167,-0.5574191247
240.8640783,318.3134027,1.823177500,0.2725120610,-0.4363567892
241.1125679,318.7665075,1.823693064,-0.01956062489,0.1853454906
241.3610576,319.2197404,1.824208097,0.3064332807,0.8444920486
241.6095472,319.6731012,1.824722601,1.051160949,1.017951523
241.8580369,320.1265898,1.825236575,1.666383879,0.5445775879
242.1065266,320.5802060,1.825750022,1.682853270,-0.2332996381
242.3550162,321.0339498,1.826262942,1.085579624,-0.7292152791
242.6035059,321.4878209,1.826775337,0.3329285743,-0.5742234065
242.8519956,321.9418193,1.827287207,-0.006171537369,0.08625558314
243.1004852,322.3959448,1.827798553,0.2846415331,0.7071060890
243.3489749,322.8501973,1.828309377,0.8799293255,0.7935797682
243.5974646,323.3045767,1.828819679,1.167666455,0.3350932901
243.8459542,323.7590829,1.829329462,0.7692218250,-0.1360364217
244.0944439,324.2137156,1.829838725,-0.08129653226,0.05923370510
244.3429335,324.6684748,1.830347470,-0.6209307047,1.174386473
244.5914232,325.1233604,1.830855698,-0.08593343132,2.728944574
244.8399129,325.5783722,1.831363409,1.682763563,3.732703126
245.0884025,326.0335101,1.831870606,4.009796894,3.323786012
245.3368922,326.4887740,1.832377289,5.732443754,1.383773395
245.5853819,326.9441637,1.832883459,5.912644741,-1.313045042
245.8338715,327.3996792,1.833389116,4.431376071,-3.540032760
246.0823612,327.8553202,1.833894263,2.056938762,-4.356630269
246.3308509,328.3110867,1.834398901,-0.05341997371,-3.645070759
246.5793405,328.7669785,1.834903029,-1.065857578,-2.095450546
246.8278302,329.2229955,1.835406650,-0.9100883329,-0.6836077863
247.0763198,329.6791376,1.835909764,-0.1775227819,-0.03378986376
247.3248095,330.1354046,1.836412372,0.3954409784,-0.1086653728
247.5732992,330.5917965,1.836914475,0.4512317745,-0.3994223395
247.8217888,331.0483131,1.837416075,0.1697140345,-0.4132129394
248.0702785,331.5049543,1.837917172,-0.003916339298,-0.05842714309
248.3187682,331.9617199,1.838417767,0.2038456018,0.3529925253
248.5672578,332.4186099,1.838917862,0.6605252133,0.4424606582
248.8157475,332.8756240,1.839417457,0.9705625999,0.1300462500
249.0642371,333.3327623,1.839916553,0.8488892580,-0.2850306477
249.3127268,333.7900245,1.840415151,0.3921321971,-0.3888559621
249.5612165,334.2474105,1.840913253,0.009395188850,-0.02723300239
249.8097061,334.7049203,1.841410859,0.06790713227,0.5391055578
250.0581958,335.1625536,1.841907971,0.5564116890,0.8438499072
250.3066855,335.6203104,1.842404588,1.064270259,0.6237220575
250.5551751,336.0781906,1.842900713,1.115964947,0.08073918745
250.8036648,336.5361939,1.843396346,0.5973436679,-0.2425994130
251.0521545,336.9943204,1.843891488,-0.08700310016,0.09782970982
251.3006441,337.4525698,1.844386141,-0.2861547183,1.039447675
251.5491338,337.9109421,1.844880304,0.3807066892,1.982415645
251.7976234,338.3694372,1.845373980,1.666890947,2.200776472
252.0461131,338.8280548,1.845867169,2.806472609,1.404303503
252.2946028,339.2867950,1.846359871,3.044783376,0.01586844682
252.5430924,339.7456575,1.846852089,2.209808880,-1.077427269
252.7915821,340.2046422,1.847343822,0.8858522758,-1.145752593
253.0400718,340.6637491,1.847835073,0.03238646449,-0.1605474808
253.2885614,341.1229780,1.848325841,0.3066311211,1.151843396
253.5370511,341.5823288,1.848816128,1.581992472,1.805454630
253.7855408,342.0418014,1.849305935,3.021672724,1.248428647
254.0340304,342.5013956,1.849795262,3.660601152,-0.2485562905
254.2825201,342.9611113,1.850284111,3.073294676,-1.790439586
254.5310097,343.4209485,1.850772482,1.644265352,-2.490909809
254.7794994,343.8809070,1.851260377,0.2571640442,-2.071895528
255.0279891,344.3409866,1.851747797,-0.3490890686,-0.9976654558
255.2764787,344.8011873,1.852234741,-0.07180078921,-0.07018301890
255.5249684,345.2615089,1.852721212,0.5683507324,0.1843691118
255.7734581,345.7219514,1.853207210,0.9020548455,-0.1333438246
256.0219477,346.1825146,1.853692736,0.6572716272,-0.4567650761
256.2704374,346.6431983,1.854177791,0.1491467614,-0.2712101661
256.5189271,347.1040025,1.854662376,-0.01838347402,0.4375938154
256.7674167,347.5649271,1.855146492,0.5167956429,1.160554939
257.0159064,348.0259720,1.855630139,1.544810589,1.277099736
257.2643960,348.4871369,1.856113319,2.418022340,0.5652652114
257.5128857,348.9484219,1.856596033,2.539814679,-0.5990689213
257.7613754,349.4098267,1.857078281,1.818442884,-1.510150330
258.0098650,349.8713513,1.857560064,0.7303153855,-1.652081518
258.2583547,350.3329956,1.858041384,-0.04821420208,-1.060911686
258.5068444,350.7947595,1.858522240,-0.1412532382,-0.2542078700
258.7553340,351.2566427,1.859002635,0.2876007927,0.1974914714
259.0038237,351.7186453,1.859482569,0.7292380606,0.1025662216
259.2523133,352.1807671,1.859962042,0.7744554866,-0.2587020938
259.5008030,352.6430080,1.860441056,0.4333862415,-0.4327215795
259.7492927,353.1053678,1.860919611,0.07045082710,-0.2099134588
259.9977823,353.5678465,1.861397709,0.02853399208,0.2044439813
260.2462720,354.0304439,1.861875351,0.2838815482,0.4138194220
260.4947617,354.4931600,1.862352536,0.4504322417,0.2500700095
260.7432513,354.9559946,1.862829266,0.1521786563,0.006696411359
260.9917410,355.4189476,1.863305543,-0.5487496830,0.2443840222
261.2402307,355.8820189,1.863781366,-1.060958971,1.288772393
261.4887203,356.3452084,1.864256736,-0.6487460295,2.827242447
261.7372100,356.8085159,1.864731655,0.9636056165,3.976369883
261.9856996,357.2719414,1.865206124,3.242506196,3.840469665
262.2341893,357.7354848,1.865680142,5.071701226,2.180709418
262.4826790,358.1991458,1.866153712,5.449834114,-0.3141669688
262.7311686,358.6629245,1.866626833,4.178233020,-2.399859204
262.9796583,359.1268208,1.867099508,2.031896215,-3.064179647
263.2281480,359.5908344,1.867571736,0.2664596929,-2.181837907
263.4766376,360.0549653,1.868043518,-0.2028077765,-0.5686111715
263.7251273,360.5192133,1.868514855,0.6281602227,0.6017664448
263.9736170,360.9835785,1.868985749,1.925193480,0.5946392877
264.2221066,361.4480606,1.869456200,2.653886727,-0.4416509751
264.4705963,361.9126595,1.869926208,2.300560814,-1.675627019
264.7190859,362.3773752,1.870395775,1.159943724,-2.246790841
264.9675756,362.8422075,1.870864901,0.02192511293,-1.866840647
265.2160653,363.3071564,1.871333588,-0.4568406669,-0.9380443954
265.4645549,363.7722216,1.871801836,-0.2007331321,-0.1533999031
265.7130446,364.2374031,1.872269645,0.3327075449,0.06307060482
265.9615343,364.7027009,1.872737017,0.6018195724,-0.1717228496
266.2100239,365.1681147,1.873203953,0.4312238476,-0.3964165501
266.4585136,365.6336445,1.873670453,0.09825794699,-0.2595480663
266.7070033,366.0992901,1.874136519,0.01806316148,0.1734843885
266.9554929,366.5650515,1.874602150,0.3299091924,0.5152626847
267.2039826,367.0309286,1.875067348,0.7578169601,0.4495445659
267.4524722,367.4969212,1.875532114,0.8684368273,0.06038326426
267.7009619,367.9630293,1.875996448,0.4958113741,-0.2076931824
267.9494516,368.4292526,1.876460351,-0.05163970394,0.06033688267
268.1979412,368.8955912,1.876923824,-0.2076108200,0.8427287383
268.4464309,369.3620449,1.877386868,0.3714100575,1.623446849
268.6949206,369.8286137,1.877849484,1.463486205,1.767875473
268.9434102,370.2952973,1.878311672,2.387195304,1.045039101
269.1918999,370.7620957,1.878773433,2.504649377,-0.1357910436
269.4403895,371.2290088,1.879234768,1.731569725,-0.9939054626
269.6888792,371.6960365,1.879695678,0.6348888588,-0.9633771938
269.9373689,372.1631787,1.880156163,0.01588138891,-0.1368285054
270.1858585,372.6304352,1.880616225,0.2929013070,0.7981772714
270.4343482,373.0978060,1.881075864,1.173600502,1.097098108
270.6828379,373.5652910,1.881535080,1.889173230,0.5519123474
270.9313275,374.0328900,1.881993875,1.816891901,-0.3369376925
271.1798172,374.5006030,1.882452250,0.9979725367,-0.7603607999
271.4283069,374.9684298,1.882910205,0.1283468822,-0.2644195561
271.6767965,375.4363704,1.883367740,0.01366793636,0.8516021590
271.9252862,375.9044246,1.883824858,0.9114883808,1.733406528
272.1737758,376.3725924,1.884281558,2.285994614,1.626910777
272.4222655,376.8408736,1.884737841,3.184755915,0.4821264635
272.6707552,377.3092681,1.885193708,2.957507076,-0.9740168352
272.9192448,377.7777758,1.885649160,1.761322748,-1.765764182
273.1677345,378.2463967,1.886104197,0.4560556483,-1.397132553
273.4162242,378.7151306,1.886558820,-0.03417567830,-0.2213076336
273.6647138,379.1839774,1.887013031,0.5957072502,0.8308011196
273.9132035,379.6529370,1.887466829,1.823134158,0.9486199189
274.1616932,380.1220094,1.887920216,2.710286482,0.02900585269
274.4101828,380.5911943,1.888373192,2.604946966,-1.285700448
274.6586725,381.0604918,1.888825759,1.589206406,-2.121086304
274.9071621,381.5299016,1.889277915,0.3535683507,-2.016114437
275.1556518,381.9994238,1.889729664,-0.3668754093,-1.203392995
275.4041415,382.4690582,1.890181004,-0.3280204198,-0.3413065695
275.6526311,382.9388046,1.890631938,0.1267385397,0.04419129424
275.9011208,383.4086631,1.891082465,0.4414754839,-0.05967590551
276.1496105,383.8786335,1.891532586,0.3449949037,-0.2382231247
276.3981001,384.3487157,1.891982303,0.04690095237,-0.08659430692
276.6465898,384.8189096,1.892431616,-0.01055344174,0.4028569938
276.8950795,385.2892150,1.892880525,0.3995924688,0.8398023050
277.1435691,385.7596320,1.893329032,1.049868207,0.8085417798
277.3920588,386.2301604,1.893777136,1.442831001,0.2711104298
277.6405484,386.7008001,1.894224839,1.254297787,-0.3673474643
277.8890381,387.1715509,1.894672142,0.6358643409,-0.5991205927
278.1375278,387.6424129,1.895119045,0.09435511234,-0.2631504745
278.3860174,388.1133859,1.895565549,0.03880814838,0.3046753377
278.6345071,388.5844698,1.896011655,0.3931634472,0.5774356414
278.8829968,389.0556645,1.896457363,0.6402848140,0.3513076182
279.1314864,389.5269698,1.896902674,0.3008786133,0.009185425657
279.3799761,389.9983858,1.897347588,-0.5429730412,0.2562162442
279.6284657,390.4699123,1.897792107,-1.153910025,1.491801131
279.8769554,390.9415493,1.898236232,-0.6277780123,3.322678247
280.1254451,391.4132965,1.898679962,1.365742224,4.661432601
280.3739347,391.8851539,1.899123298,4.170176155,4.415179617
280.6224244,392.3571215,1.899566242,6.429590590,2.288573766
280.8709141,392.8291990,1.900008794,6.925772388,-0.9062834162
281.1194037,393.3013865,1.900450955,5.380217457,-3.699037960
281.3678934,393.7736838,1.900892725,2.638052258,-4.872909450
281.6163831,394.2460909,1.901334105,0.09978392275,-4.194075201
281.8648727,394.7186075,1.901775095,-1.180613203,-2.452004067
282.1133624,395.1912337,1.902215697,-1.082533006,-0.8219912322
282.3618520,395.6639694,1.902655911,-0.3057245117,-0.05459243466
282.6103417,396.1368144,1.903095738,0.2860144078,-0.08726640893
282.8588314,396.6097686,1.903535178,0.3175485113,-0.3073591640
283.1073210,397.0828320,1.903974233,0.06105483362,-0.1790440317
283.3558107,397.5560044,1.904412902,0.04464074974,0.3067067556
283.6043004,398.0292858,1.904851187,0.5005873574,0.7044417649
283.8527900,398.5026760,1.905289088,1.139984909,0.5928959784
284.1012797,398.9761750,1.905726605,1.428602987,0.008703112854
284.3497694,399.4497827,1.906163740,1.096216975,-0.5534191369
284.5982590,399.9234990,1.906600494,0.4153375134,-0.5701679220
284.8467487,400.3973237,1.907036866,-0.005363378583,0.03415923234
285.0952383,400.8712568,1.907472858,0.2601139932,0.7896941840
285.3437280,401.3452983,1.907908469,1.073236960,1.058661441
285.5922177,401.8194479,1.908343702,1.822816855,0.5726868130
285.8407073,402.2937056,1.908778556,1.922633682,-0.3297282680
286.0891970,402.7680713,1.909213032,1.296559833,-0.9738601514
286.3376867,403.2425450,1.909647131,0.4385310434,-0.9029564857
286.5861763,403.7171264,1.910080854,-0.005547853997,-0.2468538986
286.8346660,404.1918156,1.910514200,0.2217061299,0.4085843963
287.0831557,404.6666125,1.910947171,0.7890583289,0.5384810138
287.3316453,405.1415168,1.911379768,1.089605836,0.1357364877
287.5801350,405.6165287,1.911811991,0.7961824155,-0.2916008194
287.8286246,406.0916479,1.912243840,0.1723022496,-0.1869676574
288.0771143,406.5668743,1.912675317,-0.1455700341,0.5272659072
288.3256040,407.0422079,1.913106422,0.2783794595,1.332457927
288.5740936,407.5176486,1.913537155,1.245381714,1.535651366
288.8225833,407.9931963,1.913967518,2.026996269,0.8902863552
289.0710730,408.4688509,1.914397510,1.958784449,-0.1212188289
289.3195626,408.9446122,1.914827133,1.042202805,-0.6212858542
289.5680523,409.4204803,1.915256387,0.03271684050,-0.05249146532
289.8165419,409.8964550,1.915685273,-0.1062935473,1.303153316
290.0650316,410.3725363,1.916113792,1.021738167,2.452835711
290.3135213,410.8487240,1.916541943,2.863901850,2.411808595
290.5620109,411.3250180,1.916969728,4.260896606,0.9690265753
290.8105006,411.8014183,1.917397148,4.279133558,-1.105325712
291.0589903,412.2779247,1.917824202,2.898745155,-2.590418537
291.3074799,412.7545372,1.918250892,1.026253925,-2.686502376
291.5559696,413.2312557,1.918677218,-0.1755835484,-1.563659094
291.8044593,413.7080801,1.919103181,-0.1202732626,-0.1801585859
292.0529489,414.1850103,1.919528781,0.8401481698,0.4646858040
292.3014386,414.6620462,1.919954020,1.769952634,0.04989772738
292.5499282,415.1391877,1.920378897,1.903917178,-0.9172499217
292.7984179,415.6164348,1.920803413,1.194081684,-1.588496321
293.0469076,416.0937873,1.921227569,0.2474306108,-1.465680871
293.2953972,416.5712451,1.921651366,-0.2361590610,-0.7366883923
293.5438869,417.0488082,1.922074804,-0.02814458567,-0.02801074097
293.7923766,417.5264765,1.922497883,0.5166233466,0.1628417465
294.0408662,418.0042499,1.922920605,0.8413069859,-0.1465189633
294.2893559,418.4821283,1.923342970,0.6867284210,-0.5223849274
294.5378456,418.9601116,1.923764978,0.2659950918,-0.5613515343
294.7863352,419.4381997,1.924186630,-0.009000727533,-0.2528617657
295.0348249,419.9163925,1.924607927,0.03928106836,0.06960741209
295.2833145,420.3946900,1.925028870,0.1849059807,0.1208080464
295.5318042,420.8730920,1.925449458,0.05952752874,0.005992129143
295.7802939,421.3515985,1.925869693,-0.4045368558,0.1607254628
296.0287835,421.8302094,1.926289575,-0.7896914020,0.9113448322
296.2772732,422.3089246,1.926709104,-0.4922367559,2.053317972
296.5257629,422.7877440,1.927128282,0.7134564483,2.871473033
296.7742525,423.2666675,1.927547109,2.343551125,2.658830329
297.0227422,423.7456950,1.927965585,3.451629314,1.336033378
297.2712319,424.2248265,1.928383711,3.320150739,-0.3660860915
297.5197215,424.7040618,1.928801488,2.057201003,-1.374592607
297.7682112,425.1834009,1.929218916,0.5876519951,-1.069571378
298.0167008,425.6628437,1.929635996,-0.005030828092,0.2190663259
298.2651905,426.1423901,1.930052729,0.7041042633,1.433427244
298.5136802,426.6220400,1.930469114,2.150864363,1.583301935
298.7621698,427.1017933,1.930885153,3.213707803,0.5015190390
299.0106595,427.5816500,1.931300845,3.078356125,-1.037413493
299.2591492,428.0616099,1.931716193,1.855809265,-1.930062932
299.5076388,428.5416730,1.932131196,0.4700663912,-1.600159667
299.7561285,429.0218391,1.932545854,-0.08279525665,-0.4204298571
300.0046181,429.5021083,1.932960170,0.4960480873,0.6200980878
300.2531078,429.9824803,1.933374142,1.618114927,0.7143016786
300.5015975,430.4629552,1.933787771,2.322124236,-0.1505952837
300.7500871,430.9435329,1.934201059,2.048928899,-1.243107324
300.9985768,431.4242131,1.934614005,1.043356243,-1.721876487
301.2470665,431.9049960,1.935026611,0.08374691966,-1.306884022
301.4955561,432.3858813,1.935438876,-0.1948014455,-0.4398820751
301.7440458,432.8668691,1.935850802,0.2023468416,0.1612731199
301.9925355,433.3479591,1.936262388,0.7144280123,0.1387527369
302.2410251,433.8291514,1.936673636,0.7815722382,-0.2326909570
302.4895148,434.3104459,1.937084547,0.3631607636,-0.3526106111
302.7380044,434.7918424,1.937495119,-0.03762235715,0.1140099831
302.9864941,435.2733409,1.937905355,0.1472606026,0.8967772457
303.2349838,435.7549412,1.938315255,1.002790566,1.334667903
303.4834734,436.2366434,1.938724818,2.005218280,0.9556437763
303.7319631,436.7184474,1.939134047,2.435247520,-0.09031240222
303.9804528,437.2003530,1.939542941,1.972730698,-1.126824590
304.2289424,437.6823601,1.939951501,0.9574094885,-1.494299965
304.4774321,438.1644687,1.940359727,0.09410442690,-1.070194872
304.7259218,438.6466787,1.940767620,-0.1337017581,-0.3211443034
304.9744114,439.1289901,1.941175181,0.1717847101,0.1429337617
305.2229011,439.6114026,1.941582410,0.4889551618,0.1050193191
305.4713907,440.0939164,1.941989307,0.4051297959,-0.1125351860
305.7198804,440.5765312,1.942395873,0.01405130341,-0.01318388247
305.9683701,441.0592469,1.942802110,-0.1894664671,0.5450954118
306.2168597,441.5420636,1.943208016,0.1739472964,1.164364174
306.4653494,442.0249811,1.943613593,0.9255770824,1.266223227
306.7138391,442.5079994,1.944018842,1.405747021,0.6904714233
306.9623287,442.9911183,1.944423762,1.059638192,-0.02814435987
307.2108184,443.4743377,1.944828354,0.03816834387,-0.02133845157
307.4593081,443.9576577,1.945232620,-0.7519768743,1.153533274
307.7077977,444.4410781,1.945636559,-0.2825702574,2.988177888
307.9562874,444.9245988,1.946040172,1.735260085,4.230640535
308.2047770,445.4082198,1.946443459,4.465718644,3.745701349
308.4532667,445.8919410,1.946846421,6.406603762,1.393780955
308.7017564,446.3757622,1.947249059,6.396587262,-1.767590497
308.9502460,446.8596835,1.947651372,4.423728601,-4.150366760
309.1987357,447.3437047,1.948053363,1.622513331,-4.687197417
309.4472254,447.8278257,1.948455030,-0.5299625558,-3.485957596
309.6957150,448.3120465,1.948856375,-1.197672918,-1.625186484
309.9442047,448.7963670,1.949257398,-0.6193492919,-0.3002365420
310.1926943,449.2807871,1.949658100,0.2718610739,-0.008984918007
310.4411840,449.7653067,1.950058481,0.6619227397,-0.3768477357
310.6896737,450.2499258,1.950458541,0.4248087534,-0.6647782375
310.9381633,450.7346443,1.950858282,0.03864998757,-0.4595776293
311.1866530,451.2194620,1.951257703,0.01793612764,0.04231479550
311.4351427,451.7043790,1.951656805,0.4139507107,0.3381576530
311.6836323,452.1893951,1.952055590,0.8162487507,0.1654167911
311.9321220,452.6745102,1.952454056,0.8028258333,-0.2353549559
312.1806117,453.1597244,1.952852205,0.3818799331,-0.3705802127
312.4291013,453.6450374,1.953250037,-0.0009820817776,0.003012879156
312.6775910,454.1304492,1.953647553,0.1055657782,0.6138373576
312.9260806,454.6159598,1.954044753,0.7017402580,0.9120250060
313.1745703,455.1015691,1.954441638,1.298193202,0.5943823652
313.4230600,455.5872769,1.954838208,1.352744007,-0.07629720081
313.6715496,456.0730832,1.955234464,0.7893645437,-0.4754767306
313.9200393,456.5589880,1.955630406,0.1098225206,-0.1820772099
