tau,Re_zeta,Re_zeta_st
573.8267230,-1.268440821,4.002104139
574.3339977,-0.9662742586,4.337580615
574.8413553,-0.004766248261,5.481256375
575.3487956,0.5275469568,7.234868197
575.8563186,0.3488163125,8.888691488
576.3639242,0.01778971399,9.521486083
576.8716125,0.2060960344,8.623854406
577.3793832,0.9703689922,6.527849725
577.8872365,1.706108874,4.263031934
578.3951722,1.765285105,2.877860838
578.9031902,1.090113500,2.711863665
579.4112906,0.2434648691,3.231511439
579.9194733,-0.1608077904,3.598143310
580.4277381,-0.03455553756,3.436918682
580.9360851,0.1773645984,3.076550935
581.4445142,0.04529190570,3.098545315
581.9530254,-0.3238231634,3.725350041
582.4616185,-0.3516646296,4.640740973
582.9702936,0.3955430718,5.325066539
583.4790506,1.655949249,5.521690408
583.9878894,2.578258147,5.406377833
584.4968100,2.450298774,5.328036947
585.0058123,1.383315251,5.382730539
585.5148963,0.2772344650,5.281907772
586.0240619,0.04765523186,4.719661485
586.5333090,0.8059021310,3.874983309
587.0426377,1.761993309,3.433553949
587.5520478,1.964484028,3.980857750
588.0615393,1.202074794,5.335874644
588.5711122,0.2188714221,6.529911153
589.0807664,0.02224396151,6.532002634
589.5905018,0.9165285814,5.130008930
590.1003184,2.173395228,3.227828299
590.6102161,2.673283559,2.268263763
591.1201949,1.945506457,3.175014392
591.6302548,0.6434343002,5.642538910
592.1403956,-0.007111903375,8.387063520
592.6506173,0.6935819643,10.16041043
593.1609200,2.265895858,10.62855259
593.6713034,3.440427849,10.36895211
594.1817676,3.245692964,10.11186458
594.6923125,1.824577581,10.02348089
595.2029381,0.2696664747,9.671402252
595.7136443,-0.3401955898,8.610281178
596.2244311,0.1791831422,6.985869732
596.7352983,1.078311184,5.574299780
597.2462460,1.438246270,5.173393126
597.7572741,0.9854978656,5.863280335
598.2683826,0.2245482247,6.840350033
598.7795714,-0.1536425190,7.038418952
599.2908404,0.04809934223,5.992052066
599.8021896,0.4239101988,4.161055040
600.3136189,0.4743328846,2.482306868
600.8251283,0.1626883172,1.631480831
601.3367178,-0.06846488435,1.636973498
601.8483872,0.1766568418,2.062163861
602.3601366,0.7544526913,2.474366053
602.8719659,1.075816966,2.754998816
603.3838750,0.7293142169,3.019557799
603.8958639,-0.004322489053,3.311014882
604.4079325,-0.3273592396,3.464346418
604.9200808,0.3047490239,3.335118115
605.4323088,1.552711065,3.111259909
605.9446163,2.381118132,3.257905576
606.4570033,1.989782071,4.055899017
606.9694698,0.6588397836,5.218277241
607.4820157,-0.3318905508,6.056258721
607.9946410,0.2551374505,6.112629473
608.5073457,2.479906260,5.686987104
609.0201296,5.018161930,5.721393306
609.5329927,6.127489689,7.039859083
610.0459350,5.000697697,9.522240047
610.5589564,2.370110708,11.96281552
611.0720569,-0.1233731963,12.86857715
611.5852364,-1.217841648,11.60680398
612.0984949,-0.8720470908,8.908514488
612.6118323,-0.02146205604,6.265197661
613.1252485,0.4016822829,4.755872278
613.6387436,0.2358986780,4.326990068
614.1523175,0.002850733443,4.089733037
614.6659700,0.1855546497,3.296989310
615.1797013,0.6687662447,2.118063693
615.6935112,0.8997347935,1.534896884
616.2073996,0.5557029446,2.442969799
616.7213665,-0.01612956700,4.750228754
617.2354120,-0.07913920273,7.300264715
617.7495358,0.7460806914,8.708971674
618.2637381,2.020061773,8.372008951
618.7780186,2.801680680,6.793839436
619.2923774,2.475474527,5.066708196
619.8068145,1.306427540,4.052773972
620.3213297,0.1888699675,3.937531284
620.8359230,-0.1684173916,4.376095159
621.3505945,0.1634657219,4.945918467
621.8653439,0.5182309082,5.450525647
622.3801714,0.3830561512,5.860397639
622.8950767,-0.06028631167,6.087676018
623.4100600,-0.1566010402,5.957242991
623.9251210,0.4657816002,5.452800772
624.4402599,1.396096491,4.906445640
624.9554765,1.764402040,4.801020486
625.4707708,1.125863561,5.311175879
625.9861427,0.03381961994,6.067100910
626.5015922,-0.3359199412,6.437464631
627.0171192,0.7506605387,6.101007618
627.5327238,2.803129308,5.367630986
628.0484058,4.387905322,4.910996633
628.5641652,4.300904969,5.108020358
629.0800019,2.613984231,5.597807331
629.5959159,0.6476605426,5.560103277
630.1119072,-0.1298955021,4.556657956
630.6279757,0.6852040998,3.146043831
631.1441213,2.164608940,2.577204074
631.6603441,2.919800415,3.713926948
632.1766439,2.298217578,6.130028268
632.6930207,0.8462141448,8.241018390
633.2094745,-0.2993488801,8.459220903
633.7260052,-0.4509133773,6.472302124
634.2426128,0.1264600615,3.595986267
634.7592972,0.6336416040,1.860068816
635.2760583,0.5745474168,2.510048723
635.7928962,0.1705921405,5.111543014
636.3098108,0.005220224546,7.954489282
636.8268020,0.3408695414,9.362986332
637.3438698,0.8417517431,8.814737589
637.8610141,0.9668576139,7.066683795
638.3782350,0.5794637916,5.389491745
638.8955322,0.09967288504,4.656490105
639.4129059,0.02648325065,4.952707966
639.9303559,0.3486009451,5.811084357
640.4478822,0.5143800441,6.689252813
640.9654848,0.05753269641,7.240980144
641.4831636,-0.7496864816,7.282947027
642.0009185,-0.9567135027,6.716826544
642.5187496,0.2208688964,5.634766948
643.0366567,2.523437652,4.470918746
643.5546398,4.626493316,3.865026761
644.0726990,5.123372492,4.190356577
644.5908340,3.700019712,5.148784429
645.1090450,1.441941072,5.888674944
645.6273317,-0.04412090301,5.647945064
646.1456943,0.05937012053,4.411972305
646.6641326,1.191142987,2.998749230
647.1826466,2.038245042,2.437152552
647.7012363,1.767952450,3.131904944
648.2199016,0.7261506276,4.555118377
648.7386424,0.0001131211503,5.767482087
649.2574587,0.3195029028,6.288518894
649.7763506,1.363341237,6.475938664
650.2953178,2.108623470,7.047895739
650.8143604,1.840020806,8.229848788
651.3334783,0.8251218868,9.375709694
651.8526716,0.01991154519,9.458016603
652.3719400,0.1264866522,8.003406843
652.8912837,0.9373673974,5.618817123
653.4107025,1.587210866,3.590835157
653.9301964,1.427557391,2.868931994
654.4497654,0.6443744517,3.330673711
654.9694094,0.02500810256,3.992959613
655.4891284,0.1421801785,3.953494262
656.0089222,0.7912128073,3.171540404
656.5287910,1.236213772,2.394037732
657.0487346,0.9913428558,2.374239682
657.5687530,0.3274258580,3.167681977
658.0888461,-0.01279204052,4.153049789
658.6090139,0.4077491534,4.708663055
659.1292564,1.253021722,4.859463422
659.6495734,1.739619522,5.245051286
660.1699651,1.420668527,6.419051940
660.6904312,0.6163773017,8.162614666
661.2109719,0.04173875097,9.510847116
661.7315869,0.02286634138,9.510472289
662.2522764,0.1475779930,8.030543649
662.7730402,-0.2301522480,5.919664179
663.2938782,-1.116470768,4.414365112
663.8147906,-1.580708250,4.323384630
664.3357771,-0.4819328589,5.607677307
664.8568378,2.357623889,7.559696100
665.3779726,5.654486986,9.291076582
665.8991815,7.441611806,10.09976084
666.4204644,6.565073407,9.573936384
666.9418213,3.628590240,7.634250544
667.4632522,0.5439416484,4.693686291
667.9847569,-0.9448215876,1.763142719
668.5063355,-0.5083987891,0.1476117973
669.0279879,0.7613539198,0.6991316724
669.5497141,1.470331961,3.128061355
670.0715140,1.094090482,6.017103170
670.5933876,0.2001861491,7.692695161
671.1153348,-0.3197823513,7.370597607
671.6373556,-0.1505022351,5.666426066
672.1594499,0.2761677868,4.011609242
672.6816178,0.3874531056,3.440467184
673.2038591,0.1269916292,3.801710802
673.7261738,-0.03715736607,4.088362940
674.2485619,0.2875173627,3.549643054
674.7710233,0.9071257148,2.521851551
675.2935581,1.205752487,2.188256191
675.8161660,0.8269782069,3.474326227
676.3388472,0.1322739690,6.079550250
676.8616015,-0.09851846476,8.544918923
677.3844289,0.5355431356,9.351287931
677.9073295,1.579828625,8.120757550
678.4303030,2.104312037,5.885554790
678.9533495,1.610641491,4.223067658
679.4764690,0.5635229665,4.052188439
679.9996614,-0.02410202249,5.102179171
680.5229266,0.4168470921,6.369268481
681.0462646,1.422335164,7.017014248
681.5696754,1.930816840,6.923582517
682.0931590,1.357105532,6.523423356
682.6167152,0.2505067741,6.244303605
683.1403441,-0.1554744785,6.136272602
683.6640456,0.8766710314,5.997461317
684.1878196,2.799159809,5.734666534
684.7116662,4.169215292,5.478002778
685.2355852,3.895704593,5.344284012
685.7595766,2.193573678,5.217073666
686.2836405,0.3629319520,4.868664047
686.8077767,-0.3827074194,4.287998802
687.3319852,0.07012081918,3.816469052
687.8562660,0.8042449946,3.902211855
688.3806190,0.8893491221,4.668066052
688.9050441,0.3160155336,5.696003433
689.4295415,-0.05835360731,6.313282323
689.9541109,0.5433624674,6.215734876
690.4787523,1.948731271,5.802766406
691.0034658,3.115097668,5.754356750
691.5282513,3.076543178,6.230428634
692.0531086,1.829688888,6.630781279
692.5780379,0.3130143634,6.253774721
693.1030390,-0.4628646424,5.110985771
693.6281119,-0.2684088619,4.009538321
694.1532566,0.2995313002,3.903345273
694.6784730,0.5313358316,5.175272898
695.2037611,0.2946877622,7.313970355
695.7291208,0.01982743150,9.078017451
696.2545521,0.08629450267,9.169658040
696.7800550,0.3448390533,7.190343634
697.3056294,0.3208635834,4.118747580
697.8312753,-0.1393305986,1.655728406
698.3569926,-0.5456561474,0.8734749511
698.8827813,-0.2109396351,1.452703762
699.4086413,0.9413026332,2.212436438
699.9345727,2.094769973,2.295298678
700.4605753,2.211648848,1.837064721
700.9866491,1.097611389,1.622114184
701.5127942,-0.2080423452,2.187934838
702.0390104,-0.2307401855,3.245142734
702.5652977,1.584310605,3.970811754
703.0916560,4.213921884,3.945088406
703.6180854,5.785942274,3.799095652
704.1445858,5.117494569,4.787884282
704.6711571,2.705791619,7.560791618
705.1977993,0.2863963516,11.29891031
705.7245124,-0.6298992250,14.08857243
706.2512963,0.07503986940,14.23595757
706.7781510,1.246124386,11.43688603
707.3050764,1.637498130,6.937736550
707.8320725,0.9962027665,2.662908577
708.3591393,0.08757565683,0.02436695919
708.8862767,-0.2178532029,-0.7139579953
709.4134847,0.1931616141,-0.1744762487
709.9407632,0.6936345221,0.8562626201
710.4681123,0.6860443715,1.904940708
710.9955318,0.2504362618,2.809405078
711.5230217,-0.004723612790,3.555006780
712.0505820,0.3218600512,4.242964456
712.5782126,0.9361933513,5.095096986
713.1059136,1.156483392,6.281461786
713.6336848,0.6899207747,7.631732569
714.1615262,0.02580437026,8.543266889
714.6894378,-0.01979909524,8.316461238
715.2174195,0.8313531697,6.776763609
715.7454714,1.952348922,4.660375717
716.2735933,2.367029151,3.252679509
716.8017852,1.702935572,3.382446155
717.3300472,0.5768009946,4.620820772
717.8583790,-0.0007024564630,5.536745238
718.3867808,0.3830307575,4.923076102
718.9152525,1.158587544,2.936045607
719.4437939,1.396401358,1.095192343
719.9724052,0.7996910872,1.069388300
720.5010862,0.03489502418,3.230650655
721.0298369,0.03235435933,6.209234460
721.5586573,0.9618110327,7.902396830
722.0875473,1.964008637,7.148725428
722.6165069,1.982358612,4.647884397
723.1455361,0.9032039172,2.347450872
723.6746348,-0.1671119266,1.881996311
724.2038029,0.1404289984,3.413772030
724.7330405,2.117871748,5.727112139
725.2623475,4.545109671,7.300158264
725.7917239,5.632248010,7.384897898
726.3211696,4.516163652,6.312191200
726.8506845,1.959499984,4.976802317
727.3802687,-0.3514696918,4.098226785
727.9099221,-1.218231179,3.881830678
728.4396447,-0.7589156763,4.160925602
728.9694364,0.003207229862,4.624893090
729.4992972,0.2503099253,4.867838316
730.0292270,0.05352378077,4.444185748
730.5592259,0.04946882910,3.184241597
731.0892937,0.5857344049,1.590531611
731.6194305,1.291853265,0.8172420694
732.1496361,1.498047449,1.996507584
732.6799107,0.9915438213,5.291769079
733.2102540,0.2626094630,9.452061086
733.7406661,-0.02202464205,12.40731837
734.2711470,0.2716508085,12.63475076
734.8016966,0.6378535877,10.25491119
735.3323149,0.5420840905,6.896339384
735.8630017,0.06330253842,4.406179909
736.3937572,-0.1742366416,3.518738643
736.9245813,0.2569865053,3.577754918
737.4554738,0.9911180360,3.407930577
737.9864348,1.152335526,2.464979915
738.5174643,0.3296401614,1.274300981
739.0485622,-0.7602842183,0.8646966258
739.5797284,-0.7304826385,1.783700289
740.1109630,1.183177743,3.611622678
740.6422659,4.196362565,5.361618966
741.1736370,6.394525035,6.272240170
741.7050764,6.241444317,6.204697730
742.2365839,3.858922414,5.424214050
742.7681595,0.9154523443,4.220453065
743.2998033,-0.7737640807,2.829111891
743.8315151,-0.6615713828,1.604401280
744.3632950,0.3371505913,1.056636721
744.8951429,0.9212906239,1.540671055
745.4270587,0.6317357472,2.827000024
745.9590424,0.08069144959,4.065146662
746.4910940,0.09836426794,4.404503371
747.0232135,0.7768750163,3.844643229
747.5554008,1.403469243,3.440582922
748.0876558,1.286840556,4.464750006
748.6199786,0.5465196283,7.186568506
749.1523691,0.01025028665,10.41651051
749.6848272,0.3331541681,12.30008859
750.2173529,1.280909130,11.72361973
750.7499463,1.943443855,9.169767673
751.2826072,1.663870663,6.317920794
751.8153356,0.7158765104,4.713900945
752.3481315,0.02601230085,4.631077662
752.8809948,0.2328456623,5.086266789
753.4139255,1.058095692,4.898855314
753.9469236,1.626094260,3.727990381
754.4799890,1.372393790,2.189141273
755.0131217,0.5802724823,1.161897406
755.5463217,0.003443031909,1.084417634
756.0795889,0.01965372764,1.807607445
756.6129233,0.2571006542,2.934583686
757.1463248,0.1073866856,4.178935410
757.6797934,-0.4528923784,5.374576656
758.2133291,-0.6895074948,6.223330450
758.7469319,0.1310380389,6.247671843
759.2806016,1.812440210,5.217121714
759.8143383,3.175007540,3.639490340
760.3481420,3.082955454,2.624104437
760.8820125,1.608937308,3.047139266
761.4159499,0.1360210692,4.770400585
761.9499542,0.1720477600,6.673700482
762.4840252,1.933785879,7.493697359
763.0181630,4.059254926,6.774013938
763.5523674,4.775959978,5.171482790
764.0866386,3.466445602,3.876644961
764.6209764,1.183983943,3.644922427
765.1553808,-0.3335539996,4.308903879
765.6898518,-0.1940998217,5.160633855
766.2243893,0.9925795678,5.668217327
766.7589933,1.854225343,5.729543161
767.2936638,1.577386363,5.374240173
767.8284007,0.5315496120,4.506233952
768.3632041,-0.2903099320,3.088758951
768.8980737,-0.3165341260,1.521858110
769.4330097,0.1531678545,0.6837535210
769.9680120,0.4429501237,1.389428758
770.5030806,0.2865909523,3.578962590
771.0382153,0.02605007212,6.006575638
771.5734162,0.07710547419,7.013257557
772.1086833,0.3541909467,5.947798853
772.6440165,0.3649388126,3.910609297
773.1794158,-0.1173127341,2.958175190
773.7148811,-0.6072361309,4.398030282
774.2504124,-0.2943971809,7.666344255
774.7860097,1.056807074,10.68955852
775.3216730,2.661921512,11.39287968
775.8574021,3.307801129,9.203668957
776.3931971,2.487586786,5.411539030
776.9290579,0.9464484477,2.106320862
777.4649845,0.02566024439,0.6365107114
778.0009769,0.3973847059,0.9423131025
778.5370350,1.441420198,2.128649549
779.0731588,1.910806215,3.403055187
779.6093483,1.237849144,4.472235790
780.1456034,0.1586597637,5.372327991
780.6819241,-0.004323791328,6.179026783
781.2183103,1.291735992,6.848289584
781.7547620,3.167827199,7.235095586
782.2912793,4.076251328,7.242968541
782.8278620,3.233078624,6.882466789
783.3645101,1.334131373,6.119307924
783.9012235,-0.1288643038,4.841575156
784.4380024,-0.2533560874,3.223013343
784.9748465,0.5474079534,2.005159042
785.5117559,1.131406547,2.036479560
786.0487306,0.8564322043,3.386812805
786.5857705,0.1799757705,5.074861936
787.1228755,0.06703269831,5.770581340
787.6600457,0.8879568999,4.799011635
788.1972810,1.982110248,2.659612226
788.7345814,2.326497145,0.7279716185
789.2719468,1.584230525,0.2243404946
789.8093772,0.4344606769,1.163567853
790.3468726,-0.1349786438,2.412471876
790.8844329,0.1937543241,3.006401302
791.4220581,0.8334043108,3.252568859
791.9597482,0.9955216331,4.279380339
792.4975031,0.5378320607,6.644915268
793.0353229,0.04976170127,9.606145878
793.5732074,0.1309472109,11.57644574
794.1111566,0.6964527705,11.18642748
794.6491705,1.086216019,8.335177464
795.1872491,0.8396325329,4.550213603
795.7253924,0.2380163189,1.937064012
796.2636002,-0.03071130515,1.367671084
796.8018726,0.2728841308,1.973274626
797.3402095,0.5682612080,2.593025190
797.8786110,0.09697344711,3.095922662
798.4170769,-1.032411495,3.921478461
798.9556072,-1.582424119,5.167184201
799.4942019,-0.1986100351,6.845039092
800.0328610,3.148691069,9.200440364
800.5715844,6.733366409,11.72507822
801.1103721,8.249368844,12.55538108
801.6492241,6.657500435,10.28357745
802.1881403,3.054141327,6.187568282
802.7271208,-0.2358231506,3.336416320
803.2661653,-1.517139417,3.346809292
803.8052741,-0.8770940540,5.057109538
804.3444469,0.2842839885,6.459767325
804.8836838,0.7204281115,6.792588312
805.4229847,0.3432123780,6.416888338
805.9623496,-0.06525292486,5.716391344
806.5017785,0.08685340153,4.808697365
807.0412713,0.5715838077,3.813024914
807.5808280,0.7375478813,2.891562718
808.1204486,0.3665562411,2.246997123
808.6601330,-0.02919948562,2.185155726
809.1998812,0.1987526910,2.821711126
809.7396932,1.043083521,3.723074254
810.2795690,1.769132481,4.325602097
810.8195084,1.674253455,4.760664928
811.3595115,0.8510664404,5.722088154
811.8995783,0.1028869970,7.326526316
812.4397086,0.08474003073,8.549793253
812.9799026,0.6067753961,8.115527293
813.5201601,0.8794110696,5.852730549
814.0604810,0.4498390769,3.138513167
814.6008655,-0.2068843877,2.044479886
815.1413134,-0.1416927556,3.745067487
815.6818247,1.003510920,7.337760200
816.2223994,2.467854036,10.30658960
816.7630375,3.018217543,10.60241555
817.3037389,2.169740244,8.458538363
817.8445035,0.7205513746,6.064264466
818.3853314,-4.821074834e-05,5.477511388
818.9262225,0.5580388498,6.902217158
819.4671768,1.636617232,8.766232420
820.0081943,1.983976342,9.223584871
820.5492749,1.186881185,7.720435160
821.0904185,0.1351909458,5.401577117
821.6316253,0.1119541200,4.032895808
822.1728950,1.427226157,4.419289572
822.7142278,3.011123146,5.860029623
823.2556235,3.418989811,7.061136556
823.7970821,2.256578521,7.329846477
824.3386037,0.5904270298,6.846575912
824.8801881,-0.07418223004,6.132554326
825.4218353,0.7707656105,5.553142115
825.9635454,2.198348070,5.226177032
826.5053182,2.793165993,5.145479159
827.0471538,1.993700825,5.275141147
827.5890521,0.5139731688,5.486630911
828.1310130,-0.4745239843,5.421597966
828.6730366,-0.4751476860,4.639278899
829.2151228,0.02963673896,3.170748602
829.7572716,0.2859099134,1.855310858
830.2994829,0.1142952128,1.769331859
830.8417568,-0.02316803680,3.145002412
831.3840931,0.2890947300,4.985938470
831.9264919,0.8451106781,5.893365517
832.4689532,1.041882330,5.308645893
833.0114768,0.6265770984,4.002976458
833.5540628,0.05740499314,3.372140946
834.0967111,0.002101137743,4.112650869
834.6394217,0.5181571362,5.473644505
835.1821946,0.8971317925,5.937632265
835.7250297,0.4596081871,4.822093888
836.2679270,-0.5201013904,3.171952774
836.8108865,-0.8531637725,2.920286011
837.3539081,0.4240232298,5.115727217
837.8969919,2.902647661,8.931634246
838.4401377,4.901927519,12.28158467
838.9833456,4.889025830,13.38364903
839.5266155,2.918343649,11.95740857
840.0699474,0.6636225044,9.171547680
840.6133413,-0.06021650233,6.534488676
841.1567971,1.092554445,4.835955148
841.7003147,2.778034123,4.078082019
842.2438943,3.300664213,4.135455744
842.7875357,2.179117436,5.096516663
843.3312388,0.4540766825,6.867884407
843.8750038,-0.4477927058,8.718997808
844.4188305,-0.07376643803,9.525173736
844.9627189,0.7994945686,8.596347816
845.5066690,1.127395208,6.317615672
846.0506807,0.6650549962,3.963599020
846.5947541,0.04669017889,2.738912762
847.1388890,-0.07188322151,2.836309694
847.6830855,0.2360896506,3.422099195
848.2273436,0.3596193994,3.586036948
848.7716631,0.002100777644,3.237534495
849.3160441,-0.3439486851,3.015584807
849.8604866,0.09986524962,3.451769393
850.4049904,1.446737526,4.392696725
850.9495556,2.829471695,5.223809482
851.4941822,3.147621129,5.520999259
852.0388701,2.140778334,5.415574124
852.5836192,0.6603396963,5.328114537
853.1284297,-0.1605654297,5.385808113
853.6733013,0.02460676202,5.230261019
854.2182341,0.5732692240,4.540126726
854.7632282,0.6750382636,3.670975432
855.3082833,0.2530075921,3.505366386
855.8533995,-0.05182490773,4.507642135
856.3985769,0.2442923011,6.026821598
856.9438152,0.7831206084,6.717322559
857.4891146,0.7297294585,5.761947749
858.0344750,-0.1521379652,3.748011118
858.5798963,-0.9455691471,2.335383792
859.1253786,-0.3217952679,2.914548757
859.6709217,2.040751487,5.408963839
860.2165257,4.828034608,8.356567387
860.7621905,6.047254630,10.21974191
861.3079162,4.776704168,10.61843525
861.8537026,2.040327098,10.30268552
862.3995498,-0.07617804601,10.08235341
862.9454577,-0.2513198664,9.964163136
863.4914262,1.028796988,9.337854531
864.0374555,2.138463875,7.875931913
864.5835453,1.940008168,6.134925967
865.1296958,0.7514348953,5.182522750
865.6759068,-0.1942203780,5.558367792
866.2221784,-0.09621412604,6.630115276
866.7685104,0.6853189825,7.094335766
867.3149030,1.171650186,6.167228000
867.8613560,0.8660394679,4.248724666
868.4078694,0.2000605517,2.452259039
868.9544432,-0.06923809017,1.600970036
869.5010774,0.2588244262,1.690472282
870.0477719,0.6713264068,2.167453261
870.5945267,0.6217777597,2.568125105
871.1413418,0.1976578343,2.846585371
871.6882172,-0.01980437491,3.148392754
872.2351527,0.2810004176,3.419174147
872.7821485,0.6981243569,3.422837571
873.3292044,0.5780302653,3.175754321
873.8763204,-0.1125712531,3.150522410
874.4234965,-0.5604781789,3.823234455
874.9707327,0.08227568227,5.036762228
875.5180290,1.659223449,6.010107682
876.0653852,2.939087075,6.119521557
876.6128014,2.756274841,5.670735456
877.1602776,1.267725541,5.797174814
877.7078137,-0.02650813169,7.423408811
878.2554097,0.3428864330,10.19193833
878.8030656,2.347042257,12.46964765
879.3507813,4.380728482,12.63093275
879.8985569,4.708076046,10.48686516
880.4463922,3.040472328,7.444586638
880.9942873,0.7212561976,5.222162890
881.5422420,-0.6051798677,4.401602448
882.0902565,-0.4671391543,4.193557875
882.6383307,0.2524766578,3.521684187
883.1864645,0.4714708736,2.282555256
883.7346579,0.08831023948,1.533947604
884.2829108,-0.04957611712,2.419376328
884.8312234,0.7404740416,4.892729986
885.3795954,2.070112281,7.551480259
885.9280270,2.798455237,8.777395726
886.4765180,2.227208401,8.050177903
887.0250684,0.8662972163,6.205155835
887.5736783,-0.06239301871,4.564406297
888.1223476,0.1491367807,3.902457853
888.6710762,1.038827199,4.126277320
889.2198641,1.545996980,4.712504808
889.7687113,1.145894930,5.284929329
890.3176178,0.3219550208,5.756848130
890.8665835,-0.07147568801,6.063173334
891.4156085,0.2206259688,6.003861237
891.9646926,0.6440525201,5.503234676
892.5138359,0.5720522463,4.913432788
893.0630383,0.09139107122,4.812428472
893.6122998,-0.09495538193,5.396787718
894.1616204,0.4600056778,6.178986513
894.7110000,1.331462861,6.419118345
895.2604386,1.628786172,5.885125597
895.8099363,1.010229176,5.128806612
896.3594928,0.1394761329,4.921199535
896.9091084,-0.01077733647,5.370008502
897.4587828,0.7100803362,5.688110978
898.0085161,1.365194368,5.017069563
898.5583082,0.9536249152,3.534214113
899.1081592,-0.3066730975,2.571501435
899.6580689,-0.8939524479,3.409852148
900.2080374,0.6111146502,5.873426649
900.7580647,3.940519939,8.193832623
901.3081506,7.024409788,8.427564714
901.8582953,7.620655631,6.202665040
902.4084986,5.225788884,3.189472400
902.9587605,1.481476466,1.785568876
903.5090810,-1.270454609,3.127378835
904.0594601,-1.879921623,6.197919483
904.6098977,-1.003094054,8.785203949
905.1603938,-0.07421555888,9.318292801
905.7109485,0.1458464509,7.919982461
906.2615615,0.005418937826,5.954934849
906.8122331,0.1770630159,4.768125893
907.3629630,0.7234691615,4.799768616
907.9137513,1.072466343,5.630455788
908.4645979,0.8038444653,6.590547952
909.0155029,0.2220586909,7.219828964
909.5664662,0.009693779751,7.282587278
910.1174877,0.3904114180,6.658825906
910.6685675,0.8317883307,5.475177568
911.2197055,0.6862815341,4.290971380
911.7709017,0.03915915537,3.858618572
912.3221560,-0.2688526641,4.464245692
912.8734685,0.4396566375,5.512437080
913.4248390,1.817367349,5.924645010
913.9762677,2.708515898,5.100579822
914.5277544,2.302827525,3.545296582
915.0792991,1.008796402,2.494506176
915.6309018,0.06387471797,2.812293981
916.1825625,0.2508610693,4.212124555
916.7342811,1.093983075,5.610113226
917.2860576,1.428823061,6.261805482
917.8378921,0.7506671127,6.465144787
918.3897844,-0.1401483700,7.069023041
918.9417345,0.04340723957,8.344774119
919.4937424,1.623230506,9.477866039
920.0458081,3.443501421,9.273224784
920.5979316,3.921431745,7.388043516
921.1501128,2.623537513,4.825757157
921.7023516,0.7310808836,3.123376029
922.2546482,-0.1111997187,2.985419438
922.8070024,0.6104126343,3.727358652
923.3594142,1.866469133,4.080207608
923.9118836,2.231590196,3.488485579
924.4644106,1.351304782,2.560535810
925.0169952,0.2090310522,2.297369191
925.5696372,-0.01000617080,3.010195038
926.1223367,0.8142392510,4.072268718
926.6750937,1.681270895,4.699469826
927.2279081,1.614608612,4.863888173
927.7807799,0.7163599448,5.317787748
928.3337091,0.003404446809,6.671801483
928.8866957,0.2626160274,8.530743212
929.4397395,1.207836650,9.672468347
929.9928407,1.829663346,9.143774419
930.5459992,1.491773329,7.180158438
931.0992149,0.5474632714,5.073116942
931.6524878,-0.1452678086,4.172191579
932.2058179,-0.1796526119,4.953380421
932.7592052,0.07511836224,6.866070513
933.3126496,0.07844543348,8.868292485
933.8661512,-0.1567997053,10.02569001
934.4197098,-0.1365222990,9.755650516
934.9733255,0.3393374224,7.879810415
935.5269982,0.7170174064,4.807314223
936.0807279,0.2589243556,1.699836085
936.6345147,-0.8940815853,0.1044098285
937.1883584,-1.458044290,0.9664979329
937.7422590,-0.1036585146,3.759092479
938.2962165,3.044675251,6.650876475
938.8502309,6.114616433,7.804710225
939.4043022,6.926795332,6.788366194
939.9584303,4.920453764,4.819136720
940.5126152,1.699842106,3.560221259
941.0668568,-0.3808280230,3.592993101
941.6211552,-0.2552521297,4.059994588
942.1755104,1.127669291,3.799719755
942.7299222,1.979973555,2.751759701
943.2843907,1.465195813,2.143403506
943.8389159,0.3164511944,3.241761473
944.3934977,-0.1799232241,5.928201828
944.9481361,0.3894546999,8.558689644
945.5028310,1.241958664,9.327080200
946.0575825,1.385399823,7.854583937
946.6123905,0.7144078529,5.481778402
947.1672550,0.01655233437,4.030544823
947.7221760,-0.01024495323,4.289284190
948.2771534,0.4632958947,5.605885104
948.8321872,0.6986336399,6.750962053
949.3872775,0.3528081421,7.043450528
949.9424240,-0.07230501609,6.705468587
950.4976270,0.1596387656,6.325216559
951.0528862,1.071517596,6.163947325
951.6082017,1.833004410,6.047025962
952.1635735,1.651734251,5.793965675
952.7190015,0.7028801248,5.507904289
953.2744858,0.007799717853,5.352006560
953.8300262,0.3403273038,5.221808579
954.3856228,1.362144660,4.850188307
954.9412755,1.973308573,4.229683579
955.4969843,1.516083975,3.783985149
956.0527492,0.4956027896,4.017076748
956.6085702,-0.0002276173550,4.955586661
957.1644472,0.4618447055,5.978796219
957.7203802,1.173239848,6.352740021
958.2763692,1.129953737,6.022232093
958.8324141,0.2737052029,5.702305151
959.3885150,-0.3158582761,5.990268935
959.9446718,0.4111133622,6.547159314
960.5008845,2.190566182,6.468767573
961.0571530,3.518728358,5.426499114
961.6134774,3.136299049,4.162493917
962.1698576,1.404207376,3.840634178
962.7262935,0.06809611138,5.053951457
963.2827852,0.5609455203,7.299141892
963.8393327,2.548708898,9.133434974
964.3959358,4.213761410,9.044785964
964.9525947,3.995975645,6.697086047
965.5093092,2.036019079,3.438751703
966.0660793,-0.07776021340,1.243747090
966.6229050,-0.8918293935,0.9744590817
967.1797864,-0.3414835532,1.808545688
967.7367232,0.4941027703,2.350941986
968.2937156,0.6715284361,2.077237925
968.8507636,0.2474263261,1.631467098
